catalog,schema,table_name,table_type,format,created_at,last_modified,owner,comment
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_kafka_earliest_userlogin_1,MANAGED,DELTA,2026-05-21 00:16:49.943,2026-07-30 14:16:49.571,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_kafka_earliest_userpreference_1,MANAGED,DELTA,2026-05-21 00:16:48.473,2026-07-30 07:03:57.926,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_kafka_earliest_userrolechangetrack_1,MANAGED,DELTA,2026-05-21 00:16:48.855,2026-07-30 12:20:45.119,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_kafka_earliest_usertype_1,MANAGED,DELTA,2026-05-21 00:16:49.585,2026-07-30 01:24:44.481,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_kafka_earliest_visaprioritydatedetail_1,MANAGED,DELTA,2026-05-21 00:16:49.317,2026-07-30 05:59:14.281,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_lastaccesstimeofthread_1,MANAGED,DELTA,2026-05-21 00:16:33.134,2026-07-30 13:10:07.843,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_lcadetail_1,MANAGED,DELTA,2026-05-21 00:16:34.064,2026-07-30 21:47:52.668,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_lcpermapplicationrejection_1,MANAGED,DELTA,2026-05-21 00:16:32.298,2026-07-30 22:16:41.957,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_lcpermdetail_1,MANAGED,DELTA,2026-05-21 00:16:33.015,2026-07-30 00:37:04.954,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_lmttierdetail_1,MANAGED,DELTA,2026-05-21 00:16:42.033,2026-07-30 14:00:22.659,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_logireportlayout_1,MANAGED,DELTA,2026-05-21 00:16:35.220,2026-07-30 16:15:11.457,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_messagemembership_1,MANAGED,DELTA,2026-05-21 00:16:34.769,2026-07-30 08:19:50.168,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_messagethread_1,MANAGED,DELTA,2026-05-21 00:16:35.678,2026-07-30 17:01:54.592,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_milestonemanagement_1,MANAGED,DELTA,2026-05-21 00:16:34.959,2026-07-30 00:38:35.175,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_networkpartnercompanyinfo_1,MANAGED,DELTA,2026-05-21 00:16:35.454,2026-07-30 05:16:59.123,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_networkpartnercontact_1,MANAGED,DELTA,2026-05-21 00:16:35.566,2026-07-30 21:40:58.845,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_passportinfo_1,MANAGED,DELTA,2026-05-21 00:16:36.320,2026-07-30 01:39:16.205,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_paymentrequestactivecarddetails_1,MANAGED,DELTA,2026-05-21 00:16:36.599,2026-07-30 09:34:02.706,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_paymentrequestcarddetails_1,MANAGED,DELTA,2026-05-21 00:16:38.965,2026-07-30 09:50:32.911,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_paymentrequestcardstatus_1,MANAGED,DELTA,2026-05-21 00:16:37.346,2026-07-30 04:43:26.947,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_prevailingwage_1,MANAGED,DELTA,2026-05-21 00:16:36.761,2026-07-30 19:25:08.473,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_prioritydatecategory_1,MANAGED,DELTA,2026-05-21 00:16:37.493,2026-07-30 21:03:22.393,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_processingdetailfieldoption_1,MANAGED,DELTA,2026-05-21 00:16:37.197,2026-07-30 09:37:37.152,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_processingdetailresponse_1,MANAGED,DELTA,2026-05-21 00:16:38.494,2026-07-30 14:47:37.384,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_processingfieldname_1,MANAGED,DELTA,2026-05-21 00:16:38.783,2026-07-30 00:53:30.925,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_questionbank_1,MANAGED,DELTA,2026-05-21 00:16:38.381,2026-07-30 05:54:10.290,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_questioncategory_1,MANAGED,DELTA,2026-05-21 00:16:40.261,2026-07-30 06:56:46.482,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_questionnaire_1,MANAGED,DELTA,2026-05-21 00:16:41.592,2026-07-30 11:16:50.487,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_questionnairedetail_1,MANAGED,DELTA,2026-05-21 00:16:40.383,2026-07-30 03:18:26.979,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_questionnairedetailcompanyref_1,MANAGED,DELTA,2026-05-21 00:16:40.068,2026-07-30 21:07:22.146,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_questionnairedetailcompanyspecificsettings_1,MANAGED,DELTA,2026-05-21 00:16:40.744,2026-07-30 12:30:26.170,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_questionnairegroup_1,MANAGED,DELTA,2026-05-21 00:16:39.883,2026-07-30 22:49:53.080,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_referencedata_1,MANAGED,DELTA,2026-05-21 00:16:43.316,2026-07-30 22:50:02.041,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_relationshiptypes_1,MANAGED,DELTA,2026-05-21 00:16:40.866,2026-07-30 15:40:08.586,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_remoteclientcase_1,MANAGED,DELTA,2026-05-21 00:16:41.717,2026-07-29 23:22:57.810,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_reportnote_1,MANAGED,DELTA,2026-05-21 00:16:42.163,2026-07-30 23:46:16.630,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_reportnotebank_1,MANAGED,DELTA,2026-05-21 00:16:42.845,2026-07-30 22:50:02.152,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_reportusergroup_1,MANAGED,DELTA,2026-05-21 00:16:42.958,2026-07-30 01:24:22.647,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_reportusergrouprelation_1,MANAGED,DELTA,2026-05-21 00:16:43.841,2026-07-30 21:39:49.564,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_restrictedbeneficiary_1,MANAGED,DELTA,2026-05-21 00:16:43.452,2026-07-30 08:01:03.538,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_restrictedclientcase_1,MANAGED,DELTA,2026-05-21 00:16:43.185,2026-07-30 15:39:29.740,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_restricteduserlogin_1,MANAGED,DELTA,2026-05-21 00:16:44.718,2026-07-30 10:40:26.928,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_securemessage_1,MANAGED,DELTA,2026-05-21 00:16:44.845,2026-07-30 07:48:20.611,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_securemessagesdocuments_1,MANAGED,DELTA,2026-05-21 00:16:44.015,2026-07-30 23:06:42.912,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_stagemanagement_1,MANAGED,DELTA,2026-05-21 00:16:44.210,2026-07-30 11:31:19.245,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_stginrostertermination_1,MANAGED,DELTA,2026-05-21 00:16:45.541,2026-07-30 10:16:14.073,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_survey_1,MANAGED,DELTA,2026-05-21 00:16:46.570,2026-07-30 05:49:36.770,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_surveyquestionoption_1,MANAGED,DELTA,2026-05-21 00:16:45.408,2026-07-30 09:34:02.823,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_surveyquestions_1,MANAGED,DELTA,2026-05-21 00:16:48.335,2026-07-30 15:40:08.796,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_surveyrequirement_1,MANAGED,DELTA,2026-05-21 00:16:47.930,2026-07-30 05:16:59.227,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_surveyresponse_1,MANAGED,DELTA,2026-05-21 00:16:46.969,2026-07-30 07:41:52.394,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_taskbank_1,MANAGED,DELTA,2026-05-21 00:16:47.413,2026-07-30 18:42:01.140,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_taskmanagement_1,MANAGED,DELTA,2026-05-21 00:16:46.693,2026-07-29 23:33:29.393,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_useraction_1,MANAGED,DELTA,2026-05-21 00:16:47.809,2026-07-30 09:34:01.587,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_useractivitytrack_1,MANAGED,DELTA,2026-05-21 00:16:47.550,2026-07-30 21:58:45.739,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_userlink_1,MANAGED,DELTA,2026-05-21 00:16:48.113,2026-07-30 16:15:53.657,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_userlogin_1,MANAGED,DELTA,2026-05-21 00:16:48.727,2026-07-30 14:15:49.862,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_userpreference_1,MANAGED,DELTA,2026-05-21 00:16:48.991,2026-07-30 00:28:53.481,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_userrolechangetrack_1,MANAGED,DELTA,2026-05-21 00:16:49.167,2026-07-30 05:49:36.669,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_usertype_1,MANAGED,DELTA,2026-05-21 00:16:49.810,2026-07-30 23:26:39.400,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,__materialization_mat_280fda43_3710_4773_aee8_44af491f8d24_visaprioritydatedetail_1,MANAGED,DELTA,2026-05-21 00:16:49.466,2026-07-30 19:57:43.448,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,addressinfo,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,2026-05-21 00:14:54.240,2026-06-02 22:35:00.916,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,answerlist,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,2026-05-21 00:14:55.700,2026-06-02 22:35:00.917,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,aosdependent,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,2026-05-21 00:14:54.032,2026-06-02 22:35:00.871,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,apichange,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,2026-05-21 00:14:52.735,2026-06-02 22:35:00.818,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,apiclient,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,2026-05-21 00:14:50.704,2026-06-02 22:35:00.948,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,applicationauditinfo,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,2026-05-21 00:14:50.234,2026-06-02 22:35:00.915,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,applicationlicense,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,2026-05-21 00:14:52.925,2026-06-02 22:35:00.844,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,automationstatus,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,2026-05-21 00:14:57.280,2026-06-02 22:35:00.942,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,balofficelocation,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,2026-05-21 00:14:50.826,2026-06-02 22:35:01.339,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,balteam,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,2026-05-21 00:14:51.137,2026-06-02 22:35:01.478,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,beneficiary,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,2026-05-21 00:14:51.298,2026-06-02 22:35:01.687,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,beneficiarynote,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,2026-05-21 00:14:51.398,2026-06-02 22:35:01.716,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,billing,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,2026-05-21 00:14:52.071,2026-06-02 22:35:01.865,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,billingevent,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,2026-05-21 00:15:00.301,2026-06-02 22:35:01.881,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,billingeventtypes,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,2026-05-21 00:14:52.547,2026-06-02 22:35:01.982,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,caseaddress,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,2026-05-21 00:14:58.051,2026-06-02 22:35:02.107,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,caseautoemailslog,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,2026-05-21 00:14:53.586,2026-06-02 22:35:02.141,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,casecategory,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,2026-05-21 00:14:54.123,2026-06-02 22:35:02.327,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,casecompanyaddresslink,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,2026-05-21 00:14:53.456,2026-06-02 22:35:02.314,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,casecontacts,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,2026-05-21 00:14:53.341,2026-06-02 22:35:02.629,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,casedefaultmilestone,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,2026-05-21 00:14:54.390,2026-06-02 22:35:02.654,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,casedefaultstage,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,2026-05-21 00:14:55.802,2026-06-02 22:35:02.699,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,casedependents,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,2026-05-21 00:14:53.906,2026-06-02 22:35:02.749,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,caseinitiationexception,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,2026-05-21 00:14:55.489,2026-06-02 22:35:02.823,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,caseinitiationrecipients,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,2026-05-21 00:14:59.090,2026-06-02 22:35:02.840,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,caselink,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,2026-05-21 00:14:54.608,2026-06-02 22:35:02.894,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,casequestionnaire,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,2026-05-21 00:14:55.376,2026-06-02 22:35:03.086,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,casequestionnaireanswer,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,2026-05-21 00:14:57.602,2026-06-02 22:35:03.084,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,casesigningcontacts,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,2026-05-21 00:15:03.755,2026-06-02 22:35:03.282,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,casesubtyperel,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,2026-05-21 00:14:58.170,2026-06-02 22:35:03.455,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,casesubtypes,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,2026-05-21 00:14:56.261,2026-06-02 22:35:03.504,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,casesurvey,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,2026-05-21 00:14:56.152,2026-06-02 22:35:03.579,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,casetasklist,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,2026-05-21 00:14:56.553,2026-06-02 22:35:03.639,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,casetasklistsubtype,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,2026-05-21 00:14:58.392,2026-06-02 22:35:03.753,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
dev,bronze_ims,casetypeprocessingdetail,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,2026-05-21 00:14:57.497,2026-06-02 22:35:04.046,e8c7099f-bfb8-4950-bd6a-6810ec5c9aaf,"Kafka CDC events (AvroConverter), parsed and flattened"
